method,source_key,curve,n,step_start,step_end,mae,rmse,mape,worst_ape,r2,final_true,final_pred,final_error,final_abs_error,final_rel_error
mpl (decoupled),M:100M_gpt_D:20B_scheduler:wsd_rope,wsd,331,1000,33907,0.014399083289500493,0.020468805300159924,0.005160243023409448,0.021748911675603375,0.9864509787074478,2.658173666000366,2.70321505861979,0.04504139261942397,0.04504139261942397,0.016944488313735996
