method,source_key,curve,n,step_start,step_end,mae,rmse,mape,worst_ape,r2,final_true,final_pred,final_error,final_abs_error,final_rel_error
single (decoupled),M:100M_gpt_D:20B_scheduler:wsd_rope,wsd,331,1000,33907,0.008428047087437187,0.010448534349840161,0.0029365377981572494,0.010415256018531566,0.9964695205745863,2.658173666000366,2.653562201854076,-0.00461146414628999,0.00461146414628999,0.001734824253687176
